SGID	FeatureType	FeatureQualifier	FeatureName	common_name	parent_name	SGID2	chr	start	end
S000003708	ORF	Verified	YJL172W	CPS1	chromosome 10	L000000403	10	97737	99467
S000032538	CDS				YJL172W		10	97737	99467
S000028443	ARS		ARS1006		chromosome 10		10	99458	99678
S000178122	ARS_consensus_sequence				ARS1006		10	99617	99601
S000003707	ORF	Verified	YJL171C	TOH1	chromosome 10		10	100894	99704
S000031523	CDS				YJL171C		10	100894	99704
S000003706	ORF	Verified	YJL170C	ASG7	chromosome 10	L000004055	10	101779	101150
S000031474	CDS				YJL170C		10	101779	101150
S000003705	ORF	Dubious	YJL169W		chromosome 10		10	102099	102467
S000030718	CDS				YJL169W		10	102099	102467
S000003704	ORF	Verified	YJL168C	SET2	chromosome 10	L000003090	10	104428	102227
S000030590	CDS				YJL168C		10	104428	102227
S000003703	ORF	Verified	YJL167W	ERG20	chromosome 10	L000000579	10	105014	106072
S000030519	CDS				YJL167W		10	105014	106072
S000003702	ORF	Verified	YJL166W	QCR8	chromosome 10	L000001548	10	106434	106718
S000030370	CDS				YJL166W		10	106434	106718
S000003701	ORF	Verified	YJL165C	HAL5	chromosome 10	L000000751	10	109461	106894
S000037517	CDS				YJL165C		10	109461	106894
S000003700	ORF	Verified	YJL164C	TPK1	chromosome 10	L000002045	10	111159	109966
S000037409	CDS				YJL164C		10	111159	109966
S000003699	ORF	Uncharacterized	YJL163C		chromosome 10		10	113333	111666
S000036682	CDS				YJL163C		10	113333	111666
S000028444	ARS		ARS1007		chromosome 10		10	113678	113749
S000178123	ARS_consensus_sequence				ARS1007		10	113744	113728
S000003698	ORF	Verified	YJL162C	JJJ2	chromosome 10		10	115629	113878
S000036580	CDS				YJL162C		10	115629	113878
S000006557	tRNA_gene		tE(UUC)J		chromosome 10	L000003627	10	116010	115939
S000035988	noncoding_exon				tE(UUC)J		10	116010	115939
S000003697	ORF	Uncharacterized	YJL161W	FMP33	chromosome 10		10	117245	117787
S000036525	CDS				YJL161W		10	117245	117787
S000003696	ORF	Uncharacterized	YJL160C	PIR5	chromosome 10		10	118825	117962
S000035585	CDS				YJL160C		10	118825	117962
S000003695	ORF	Verified	YJL159W	HSP150	chromosome 10	L000000824|L000001442	10	120449	121690
S000035769	CDS				YJL159W		10	120449	121690
S000003694	ORF	Verified	YJL158C	CIS3	chromosome 10	S000029072|L000003951|L000004553|S000029439|L000004569	10	122948	122265
S000035606	CDS				YJL158C		10	122948	122265
S000003693	ORF	Verified	YJL157C	FAR1	chromosome 10	L000000600	10	126328	123836
S000035524	CDS				YJL157C		10	126328	123836
S000007613	ORF	Dubious	YJL156W-A		chromosome 10		10	126604	126825
S000037190	CDS				YJL156W-A		10	126604	126825
S000003692	ORF	Verified	YJL156C	SSY5	chromosome 10	L000003187|S000029401|L000004045	10	128952	126853
S000034507	CDS				YJL156C		10	128952	126853
S000003691	ORF	Verified	YJL155C	FBP26	chromosome 10	L000000606	10	130643	129285
S000034402	CDS				YJL155C		10	130643	129285
S000003690	ORF	Verified	YJL154C	VPS35	chromosome 10	L000002477	10	133935	131101
S000034312	CDS				YJL154C		10	133935	131101
S000003689	ORF	Verified	YJL153C	INO1	chromosome 10	L000000867	10	135933	134332
S000033398	CDS				YJL153C		10	135933	134332
S000003688	ORF	Dubious	YJL152W		chromosome 10		10	136174	136533
S000033364	CDS				YJL152W		10	136174	136533
S000003687	ORF	Verified	YJL151C	SNA3	chromosome 10		10	136773	136372
S000033267	CDS				YJL151C		10	136773	136372
S000003686	ORF	Dubious	YJL150W		chromosome 10		10	137123	137425
S000033233	CDS				YJL150W		10	137123	137425
S000003685	ORF	Verified	YJL149W	DAS1	chromosome 10		10	137379	139370
S000032472	CDS				YJL149W		10	137379	139370
S000006508	snoRNA_gene		snR128	SNR128	chromosome 10	L000001975	10	139691	139566
S000035225	noncoding_exon				snR128		10	139691	139566
S000006509	snoRNA_gene		snR190	SNR190	chromosome 10	L000001977	10	139950	139761
S000030414	noncoding_exon				snR190		10	139950	139761
S000003684	ORF	Verified	YJL148W	RPA34	chromosome 10	L000004132|L000003000|S000029123	10	140437	141138
S000032342	CDS				YJL148W		10	140437	141138
S000003683	ORF	Uncharacterized	YJL147C	MRX5	chromosome 10		10	142567	141419
S000031289	CDS				YJL147C		10	142567	141419
S000003682	ORF	Verified	YJL146W	IDS2	chromosome 10	L000000853	10	143292	144701
S000031249	CDS				YJL146W		10	143292	144701
S000003681	ORF	Verified	YJL145W	SFH5	chromosome 10		10	145160	146044
S000031116	CDS				YJL145W		10	145160	146044
S000003680	ORF	Verified	YJL144W		chromosome 10		10	146359	146673
S000030090	CDS				YJL144W		10	146359	146673
S000003679	ORF	Verified	YJL143W	TIM17	chromosome 10	L000001139	10	147101	147577
S000029979	CDS				YJL143W		10	147101	147577
S000003678	ORF	Dubious	YJL142C	IRC9	chromosome 10		10	148211	147819
S000037267	CDS				YJL142C		10	148211	147819
S000003677	ORF	Verified	YJL141C	YAK1	chromosome 10	L000002490	10	150390	147967
S000037175	CDS				YJL141C		10	150390	147967
S000003676	ORF	Verified	YJL140W	RPB4	chromosome 10	L000001678	10	150961	151626
S000037123	CDS				YJL140W		10	150961	151626
S000003675	ORF	Verified	YJL139C	YUR1	chromosome 10	L000002566	10	152999	151713
S000035317	CDS				YJL139C		10	152999	151713
S000003674	ORF	Verified	YJL138C	TIF2	chromosome 10	L000002303	10	154691	153504
S000035154	CDS				YJL138C		10	154691	153504
S000003673	ORF	Verified	YJL137C	GLG2	chromosome 10	L000003159	10	156127	154985
S000035008	CDS				YJL137C		10	156127	154985
S000028806	ORF	Uncharacterized	YJL136W-A		chromosome 10		10	156169	156252
S000033589	CDS				YJL136W-A		10	156169	156252
S000003672	ORF	Verified	YJL136C	RPS21B	chromosome 10	L000003031	10	157273	156550
S000034084	CDS				YJL136C		10	156789	156550
S000034083	CDS				YJL136C		10	157273	157250
S000034085	intron				YJL136C		10	157249	156790
S000003671	ORF	Dubious	YJL135W		chromosome 10		10	157877	158194
S000034027	CDS				YJL135W		10	157877	158194
S000003670	ORF	Verified	YJL134W	LCB3	chromosome 10	L000004101	10	158188	159417
S000033888	CDS				YJL134W		10	158188	159417
S000028805	ORF	Uncharacterized	YJL133C-A		chromosome 10		10	159847	159623
S000033587	CDS				YJL133C-A		10	159847	159623
S000003669	ORF	Verified	YJL133W	MRS3	chromosome 10	L000001179	10	160619	161563
S000033746	CDS				YJL133W		10	160619	161563
S000003668	ORF	Uncharacterized	YJL132W		chromosome 10		10	161914	164166
S000033018	CDS				YJL132W		10	161914	164166
S000003667	ORF	Verified	YJL131C	AIM23	chromosome 10		10	165348	164278
S000032877	CDS				YJL131C		10	165348	164278
S000003666	ORF	Verified	YJL130C	URA2	chromosome 10	L000002431	10	172367	165723
S000031969	CDS				YJL130C		10	172367	165723
S000122104	five_prime_UTR_intron				YJL130C		10	172752	172433
S000003665	ORF	Verified	YJL129C	TRK1	chromosome 10	L000002334	10	177306	173599
S000032672	CDS				YJL129C		10	177306	173599
S000003664	ORF	Verified	YJL128C	PBS2	chromosome 10	L000001346|L000001874	10	180103	178097
S000031693	CDS				YJL128C		10	180103	178097
S000007612	ORF	Dubious	YJL127W-A		chromosome 10		10	180194	180310
S000037189	CDS				YJL127W-A		10	180194	180310
S000028522	ORF	Uncharacterized	YJL127C-B		chromosome 10		10	181709	181551
S000030318	CDS				YJL127C-B		10	181709	181551
S000003663	ORF	Verified	YJL127C	SPT10	chromosome 10	L000002035	10	184220	182298
S000031537	CDS				YJL127C		10	184220	182298
S000003662	ORF	Verified	YJL126W	NIT2	chromosome 10	L000004212	10	184501	185424
S000031498	CDS				YJL126W		10	184501	185424
S000003661	ORF	Verified	YJL125C	GCD14	chromosome 10	L000002902	10	186679	185528
S000030509	CDS				YJL125C		10	186679	185528
S000003660	ORF	Verified	YJL124C	LSM1	chromosome 10	L000004427	10	187644	187126
S000030388	CDS				YJL124C		10	187644	187126
S000003659	ORF	Verified	YJL123C	MTC1	chromosome 10		10	189440	188004
S000030206	CDS				YJL123C		10	189440	188004
S000003658	ORF	Verified	YJL122W	ALB1	chromosome 10		10	189716	190243
S000037544	CDS				YJL122W		10	189716	190243
S000003656	ORF	Dubious	YJL120W		chromosome 10		10	191022	191345
S000037326	CDS				YJL120W		10	191022	191345
S000003657	ORF	Verified	YJL121C	RPE1	chromosome 10	L000004023|L000002588	10	191090	190374
S000037363	CDS				YJL121C		10	191090	190374
S000003654	ORF	Verified	YJL118W		chromosome 10		10	191639	192298
S000035604	CDS				YJL118W		10	191639	192298
S000003655	ORF	Dubious	YJL119C		chromosome 10		10	191895	191572
S000035622	CDS				YJL119C		10	191895	191572
S000003653	ORF	Verified	YJL117W	PHO86	chromosome 10	L000002945	10	192531	193466
S000035509	CDS				YJL117W		10	192531	193466
S000003652	ORF	Verified	YJL116C	NCA3	chromosome 10	L000002936	10	194873	193860
S000034420	CDS				YJL116C		10	194873	193860
S000003651	ORF	Verified	YJL115W	ASF1	chromosome 10	L000000126	10	196287	197126
S000034387	CDS				YJL115W		10	196287	197126
S000006514	tRNA_gene		tA(AGC)J		chromosome 10	L000003626	10	197385	197313
S000032283	noncoding_exon				tA(AGC)J		10	197385	197313
S000007035	long_terminal_repeat		YJLWsigma1		chromosome 10		10	197401	197494
S000007036	long_terminal_repeat		YJLWtau1		chromosome 10		10	197545	197915
S000007039	LTR_retrotransposon		YJLWTy4-1		chromosome 10		10	197545	203768
S000003650	transposable_element_gene		YJL114W		chromosome 10		10	197915	198595
S000034265	CDS				YJL114W		10	197915	198595
S000003649	transposable_element_gene		YJL113W		chromosome 10		10	198678	203325
S000034131	CDS				YJL113W		10	198678	198998
S000034132	CDS				YJL113W		10	199000	203325
S000034133	plus_1_translational_frameshift				YJL113W		10	198999	198999
S000007037	long_terminal_repeat		YJLWtau2		chromosome 10		10	203398	203768
S000028445	ARS		ARS1008		chromosome 10		10	204029	204917
S000178124	ARS_consensus_sequence				ARS1008		10	204241	204225
S000007022	long_terminal_repeat		YJLCdelta3		chromosome 10		10	204114	203783
S000006536	tRNA_gene		tD(GUC)J1		chromosome 10	L000003605	10	204735	204806
S000030769	noncoding_exon				tD(GUC)J1		10	204735	204806
S000003648	ORF	Verified	YJL112W	MDV1	chromosome 10		10	205305	207449
S000033273	CDS				YJL112W		10	205305	207449
S000003647	ORF	Verified	YJL111W	CCT7	chromosome 10	L000002763	10	207877	209529
S000033222	CDS				YJL111W		10	207877	209529
S000003646	ORF	Verified	YJL110C	GZF3	chromosome 10	L000002858|L000003382	10	211577	209922
S000033132	CDS				YJL110C		10	211577	209922
S000003645	ORF	Verified	YJL109C	UTP10	chromosome 10		10	217309	212000
S000032396	CDS				YJL109C		10	217309	212000
S000003644	ORF	Verified	YJL108C	PRM10	chromosome 10		10	218856	217705
S000032288	CDS				YJL108C		10	218856	217705
S000003643	ORF	Uncharacterized	YJL107C		chromosome 10		10	220016	218853
S000031290	CDS				YJL107C		10	220016	218853
S000003642	ORF	Verified	YJL106W	IME2	chromosome 10	L000000862	10	221390	223327
S000031252	CDS				YJL106W		10	221390	223327
S000003641	ORF	Verified	YJL105W	SET4	chromosome 10		10	225055	226737
S000031110	CDS				YJL105W		10	225055	226737
S000003640	ORF	Verified	YJL104W	PAM16	chromosome 10		10	227327	227776
S000031000	CDS				YJL104W		10	227327	227776
S000006501	snoRNA_gene		snR37	SNR37	chromosome 10	L000003502	10	228479	228094
S000036767	noncoding_exon				snR37		10	228479	228094
S000028446	ARS		ARS1009		chromosome 10		10	228552	229043
S000178125	ARS_consensus_sequence				ARS1009		10	228575	228559
S000003639	ORF	Verified	YJL103C	GSM1	chromosome 10		10	230881	229025
S000029933	CDS				YJL103C		10	230881	229025
S000003638	ORF	Verified	YJL102W	MEF2	chromosome 10	L000001058	10	231301	233760
S000029898	CDS				YJL102W		10	231301	233760
S000006702	tRNA_gene		tR(ACG)J		chromosome 10	L000003606	10	233939	234011
S000030405	noncoding_exon				tR(ACG)J		10	233939	234011
S000003637	ORF	Verified	YJL101C	GSH1	chromosome 10	L000000735	10	236356	234320
S000037157	CDS				YJL101C		10	236356	234320
S000003636	ORF	Verified	YJL100W	LSB6	chromosome 10		10	237263	239086
S000037110	CDS				YJL100W		10	237263	239086
S000003635	ORF	Verified	YJL099W	CHS6	chromosome 10	L000000334	10	239414	241654
S000031796	CDS				YJL099W		10	239414	241654
S000003634	ORF	Verified	YJL098W	SAP185	chromosome 10	L000003246	10	242082	245258
S000031694	CDS				YJL098W		10	242082	245258
S000003633	ORF	Verified	YJL097W	PHS1	chromosome 10		10	245591	246244
S000031576	CDS				YJL097W		10	245591	246244
S000003632	ORF	Verified	YJL096W	MRPL49	chromosome 10		10	246490	246975
S000030716	CDS				YJL096W		10	246490	246975
S000077074	matrix_attachment_site		ETC3	ETC3	chromosome 10		10	247060	247082
S000003631	ORF	Verified	YJL095W	BCK1	chromosome 10	L000000162	10	247255	251691
S000030629	CDS				YJL095W		10	247255	251691
S000003630	ORF	Verified	YJL094C	KHA1	chromosome 10		10	254442	251821
S000030439	CDS				YJL094C		10	254442	251821
S000003629	ORF	Verified	YJL093C	TOK1	chromosome 10	L000003009	10	256812	254737
S000037648	CDS				YJL093C		10	256812	254737
S000003628	ORF	Verified	YJL092W	SRS2	chromosome 10	L000000809|L000001578	10	257423	260947
S000037603	CDS				YJL092W		10	257423	260947
S000003627	ORF	Verified	YJL091C	GWT1	chromosome 10		10	262552	261080
S000037407	CDS				YJL091C		10	262552	261080
S000003626	ORF	Verified	YJL090C	DPB11	chromosome 10	L000003001	10	265051	262757
S000036680	CDS				YJL090C		10	265051	262757
S000003625	ORF	Verified	YJL089W	SIP4	chromosome 10	L000001893	10	265926	268415
S000036795	CDS				YJL089W		10	265926	268415
S000003624	ORF	Verified	YJL088W	ARG3	chromosome 10	L000000108	10	268799	269815
S000036728	CDS				YJL088W		10	268799	269815
S000003623	ORF	Verified	YJL087C	TRL1	chromosome 10	L000002336	10	272485	270002
S000036631	CDS				YJL087C		10	272485	270002
S000003621	ORF	Verified	YJL085W	EXO70	chromosome 10	L000003349	10	272827	274698
S000035634	CDS				YJL085W		10	272827	274698
S000003622	ORF	Dubious	YJL086C		chromosome 10		10	272846	272478
S000035697	CDS				YJL086C		10	272846	272478
S000003620	ORF	Verified	YJL084C	ALY2	chromosome 10		10	278002	274862
S000035516	CDS				YJL084C		10	278002	274862
S000003619	ORF	Verified	YJL083W	TAX4	chromosome 10		10	278841	280655
S000034560	CDS				YJL083W		10	278841	280655
S000003618	ORF	Verified	YJL082W	IML2	chromosome 10		10	281185	283380
S000034438	CDS				YJL082W		10	281185	283380
S000003617	ORF	Verified	YJL081C	ARP4	chromosome 10	L000000027	10	285271	283802
S000034308	CDS				YJL081C		10	285271	283802
S000003616	ORF	Verified	YJL080C	SCP160	chromosome 10	L000001817	10	289226	285558
S000033394	CDS				YJL080C		10	289226	285558
S000003615	ORF	Verified	YJL079C	PRY1	chromosome 10	L000003216	10	290774	289875
S000033334	CDS				YJL079C		10	290774	289875
S000003614	ORF	Verified	YJL078C	PRY3	chromosome 10	L000003218	10	293981	291336
S000032582	CDS				YJL078C		10	293981	291336
S000028662	ORF	Uncharacterized	YJL077W-B		chromosome 10		10	294047	294145
S000032487	CDS				YJL077W-B		10	294047	294145
S000028661	ORF	Uncharacterized	YJL077W-A		chromosome 10		10	294799	294885
S000032486	CDS				YJL077W-A		10	294799	294885
S000003613	ORF	Verified	YJL077C	ICS3	chromosome 10		10	295061	294666
S000032502	CDS				YJL077C		10	295061	294666
S000003612	ORF	Verified	YJL076W	NET1	chromosome 10	L000004425	10	295245	298814
S000032450	CDS				YJL076W		10	295245	298814
S000003611	ORF	Dubious	YJL075C	APQ13	chromosome 10		10	298876	298460
S000031391	CDS				YJL075C		10	298876	298460
S000028447	ARS		ARS1010		chromosome 10		10	298981	299245
S000003610	ORF	Verified	YJL074C	SMC3	chromosome 10	L000003992	10	302849	299157
S000031287	CDS				YJL074C		10	302849	299157
S000003609	ORF	Verified	YJL073W	JEM1	chromosome 10	L000003533	10	303181	305118
S000031229	CDS				YJL073W		10	303181	305118
S000003608	ORF	Verified	YJL072C	PSF2	chromosome 10		10	305862	305221
S000030195	CDS				YJL072C		10	305862	305221
S000003607	ORF	Verified	YJL071W	ARG2	chromosome 10	L000003263	10	306132	307856
S000030084	CDS				YJL071W		10	306132	307856
S000003606	ORF	Uncharacterized	YJL070C		chromosome 10		10	310637	307971
S000029919	CDS				YJL070C		10	310637	307971
S000003605	ORF	Verified	YJL069C	UTP18	chromosome 10		10	312706	310922
S000036438	CDS				YJL069C		10	312706	310922
S000003604	ORF	Verified	YJL068C		chromosome 10		10	313915	313016
S000036339	CDS				YJL068C		10	313915	313016
S000003603	ORF	Dubious	YJL067W		chromosome 10		10	314084	314434
S000036295	CDS				YJL067W		10	314084	314434
S000003602	ORF	Verified	YJL066C	MPM1	chromosome 10		10	314872	314114
S000035314	CDS				YJL066C		10	314872	314114
S000003600	ORF	Dubious	YJL064W		chromosome 10		10	315175	315570
S000035084	CDS				YJL064W		10	315175	315570
S000003601	ORF	Verified	YJL065C	DLS1	chromosome 10		10	315557	315054
S000035150	CDS				YJL065C		10	315557	315054
S000003599	ORF	Verified	YJL063C	MRPL8	chromosome 10	L000001162|L000002524	10	316475	315759
S000034082	CDS				YJL063C		10	316475	315759
S000007611	ORF	Verified	YJL062W-A	COA3	chromosome 10		10	316723	316980
S000037188	CDS				YJL062W-A		10	316723	316980
S000003598	ORF	Verified	YJL062W	LAS21	chromosome 10	L000004283|L000004818	10	317284	319776
S000034026	CDS				YJL062W		10	317284	319776
S000003597	ORF	Verified	YJL061W	NUP82	chromosome 10	L000002941	10	320016	322157
S000033873	CDS				YJL061W		10	320016	322157
S000003596	ORF	Verified	YJL060W	BNA3	chromosome 10		10	323386	324720
S000033737	CDS				YJL060W		10	323386	324720
S000003595	ORF	Verified	YJL059W	YHC3	chromosome 10	L000003332|L000003284	10	324964	326190
S000034862	CDS				YJL059W		10	324964	326190
S000003594	ORF	Verified	YJL058C	BIT61	chromosome 10		10	327873	326242
S000032844	CDS				YJL058C		10	327873	326242
S000003593	ORF	Verified	YJL057C	IKS1	chromosome 10	L000004209	10	330121	328118
S000032730	CDS				YJL057C		10	330121	328118
S000003592	ORF	Verified	YJL056C	ZAP1	chromosome 10	L000003321	10	333073	330431
S000032670	CDS				YJL056C		10	333073	330431
S000003591	ORF	Uncharacterized	YJL055W		chromosome 10		10	333357	334094
S000032627	CDS				YJL055W		10	333357	334094
S000003590	ORF	Verified	YJL054W	TIM54	chromosome 10	L000004342	10	334265	335701
S000031626	CDS				YJL054W		10	334265	335701
S000003589	ORF	Verified	YJL053W	PEP8	chromosome 10	L000001378	10	335898	337037
S000031497	CDS				YJL053W		10	335898	337037
S000028448	ARS		ARS1011		chromosome 10		10	337281	337529
S000007610	ORF	Uncharacterized	YJL052C-A		chromosome 10		10	338003	337884
S000037187	CDS				YJL052C-A		10	338003	337884
S000003588	ORF	Verified	YJL052W	TDH1	chromosome 10	L000002272	10	338271	339269
S000031373	CDS				YJL052W		10	338271	339269
S000003587	ORF	Verified	YJL051W	IRC8	chromosome 10		10	339787	342255
S000030449	CDS				YJL051W		10	339787	342255
S000003586	ORF	Verified	YJL050W	MTR4	chromosome 10	L000004110	10	342522	345743
S000030313	CDS				YJL050W		10	342522	345743
S000003585	ORF	Uncharacterized	YJL049W	CHM7	chromosome 10		10	345973	347325
S000036773	CDS				YJL049W		10	345973	347325
S000003584	ORF	Verified	YJL048C	UBX6	chromosome 10		10	348637	347447
S000036634	CDS				YJL048C		10	348637	347447
S000028804	ORF	Uncharacterized	YJL047C-A		chromosome 10		10	349178	349044
S000033585	CDS				YJL047C-A		10	349178	349044
S000006451	snoRNA_gene		snR60	SNR60	chromosome 10	L000004529	10	349233	349130
S000030821	noncoding_exon				snR60		10	349233	349130
S000003583	ORF	Verified	YJL047C	RTT101	chromosome 10	L000004737	10	352108	349580
S000036565	CDS				YJL047C		10	352108	349580
S000003582	ORF	Verified	YJL046W	AIM22	chromosome 10		10	352386	353615
S000036505	CDS				YJL046W		10	352386	353615
S000006781	tRNA_gene		tY(GUA)J1	SUP7	chromosome 10	L000003607|L000002186	10	354244	354332
S000032080	intron				tY(GUA)J1		10	354283	354296
S000032078	noncoding_exon				tY(GUA)J1		10	354244	354282
S000032079	noncoding_exon				tY(GUA)J1		10	354297	354332
S000007024	long_terminal_repeat		YJLCdelta5		chromosome 10		10	355175	354844
S000007023	long_terminal_repeat		YJLCdelta4		chromosome 10		10	355204	354538
S000006714	tRNA_gene		tR(UCU)J1		chromosome 10	L000003608	10	355374	355445
S000030321	noncoding_exon				tR(UCU)J1		10	355374	355445
